"CommodityScheme","CommodityCode","Description","Parent Code","Level","IsBasicLevel"
"HS22","030389","Fish; frozen, n.e.c. in heading 0303, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","0303","6","1"
"HS22","030391","Fish; frozen, livers, roes and milt","0303","6","1"
"HS22","030392","Fish; frozen, shark fins","0303","6","1"
"HS22","030399","Fish; frozen, fish fins (other than shark fins), heads, tails, maws and other edible fish offal","0303","6","1"
"HS22","0304","Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen","03","4","0"
"HS22","030431","Fish fillets; fresh or chilled, tilapias (Oreochromis spp.)","0304","6","1"
"HS22","030432","Fish fillets; fresh or chilled, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","0304","6","1"
"HS22","030433","Fish fillets; fresh or chilled, Nile perch (Lates niloticus)","0304","6","1"
"HS22","030439","Fish fillets; fresh or chilled, carp (as specified by the WCO), eels (Anguilla spp.), and snakeheads (Channa spp.)","0304","6","1"
"HS22","030441","Fish fillets; fresh or chilled, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic (Salmo salar), Danube (Hucho hucho)","0304","6","1"
"HS22","030442","Fish fillets; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","0304","6","1"
"HS22","030443","Fish fillets; fresh or chilled, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)","0304","6","1"
"HS22","030444","Fish fillets; fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae","0304","6","1"
"HS22","030445","Fish fillets; fresh or chilled, swordfish (Xiphias gladius)","0304","6","1"
"HS22","030446","Fish fillets; fresh or chilled, toothfish (Dissostichus spp.)","0304","6","1"
"HS22","030447","Fish fillets; fresh or chilled, dogfish and other sharks","0304","6","1"
"HS22","030448","Fish fillets; fresh or chilled, rays and skates (Rajidae)","0304","6","1"
"HS22","030449","Fish fillets; fresh or chilled, other than fish of heading 0304.4","0304","6","1"
"HS22","030451","Fish meat, excluding fillets, whether or not minced; fresh or chilled, tilapias, catfish, carp, eels, Nile perch, and snakeheads","0304","6","1"
"HS22","030452","Fish meat, excluding fillets, whether or not minced; fresh or chilled, salmonidae","0304","6","1"
"HS22","030453","Fish meat, excluding fillets, whether or not minced; fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae","0304","6","1"
"HS22","030454","Fish meat, excluding fillets, whether or not minced; fresh or chilled, swordfish (Xiphias gladius)","0304","6","1"
"HS22","030455","Fish meat, excluding fillets, whether or not minced; fresh or chilled, toothfish (Dissostichus spp.)","0304","6","1"
"HS22","030456","Fish meat; excluding fillets, whether or not minced; fresh or chilled, dogfish and other sharks","0304","6","1"
"HS22","030457","Fish meat; excluding fillets, whether or not minced; fresh or chilled, rays and skates (Rajidae)","0304","6","1"
"HS22","030459","Fish meat; excluding fillets, whether or not minced; fresh or chilled, of fish n.e.c. in item no. 0304.5","0304","6","1"
"HS22","030461","Fish fillets; frozen, tilapias (Oreochromis spp.)","0304","6","1"
"HS22","030462","Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","0304","6","1"
"HS22","030463","Fish fillets; frozen, Nile Perch (Lates niloticus)","0304","6","1"
"HS22","030469","Fish fillets; frozen, carp (Cyprinus/Carassius/Ctenopharyngodon idellus/Hypophthalmichthys/Cirrhinus/Mylopharyngodon piceus/Catla catla/Labeo/Osteochilus hasselti/Leptobarbus hoeveni/Megalobrama), eels (Anguilla) and snakeheads (Channa)","0304","6","1"
"HS22","030471","Fish fillets; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","0304","6","1"
"HS22","030472","Fish fillets; frozen, haddock (Melanogrammus aeglefinus)","0304","6","1"
"HS22","030473","Fish fillets; frozen, coalfish (Pollachius virens)","0304","6","1"
"HS22","030474","Fish fillets; frozen, hake (Merluccius spp., Urophycis spp.)","0304","6","1"
"HS22","030475","Fish fillets; frozen, Alaska pollock (Theragra chalcogramma)","0304","6","1"
"HS22","030479","Fish fillets; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae other than cod, haddock, coalfish, hake, and Alaska pollock","0304","6","1"
"HS22","030481","Fish fillets; frozen, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), Atlantic (Salmo salar), and Danube (Hucho hucho)","0304","6","1"
"HS22","030482","Fish fillets; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","0304","6","1"
"HS22","030483","Fish fillets; frozen, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)","0304","6","1"
"HS22","030484","Fish fillets; frozen, swordfish (Xiphias gladius)","0304","6","1"
"HS22","030485","Fish fillets; frozen, toothfish (Dissostichus spp.)","0304","6","1"
"HS22","030486","Fish fillets; frozen, herrings (Clupea harengus, Clupea pallasii)","0304","6","1"
"HS22","030487","Fish fillets; frozen, tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)","0304","6","1"
"HS22","030488","Fish fillets; frozen, dogfish, other sharks, rays and skates (Rajidae)","0304","6","1"
"HS22","030489","Fish fillets; frozen, of fish n.e.c. in heading 0304.8","0304","6","1"
"HS22","030491","Fish meat, excluding fillets, whether or not minced; frozen, swordfish (Xiphias gladius)","0304","6","1"
"HS22","030492","Fish meat, excluding fillets, whether or not minced; frozen, toothfish (Dissostichus spp.)","0304","6","1"
"HS22","030493","Fish meat, excluding fillets, whether or not minced; frozen, tilapias, catfish, carp, eels, Nile perch, and snakeheads","0304","6","1"
"HS22","030494","Fish meat, excluding fillets, whether or not minced; frozen, Alaska Pollock (Theragra chalcogramma)","0304","6","1"
"HS22","030495","Fish meat, excluding fillets, whether or not minced; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollock (Theragra chalcogramma)","0304","6","1"
"HS22","030496","Fish meat, excluding fillets, whether or not minced; frozen, dogfish and other sharks","0304","6","1"
"HS22","030497","Fish meat, excluding fillets, whether or not minced; frozen, rays and skates (Rajidae)","0304","6","1"
"HS22","030499","Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9","0304","6","1"
"HS22","0305","Fish, dried, salted or in brine; smoked fish, whether or not cooked before, or during the smoking process","03","4","0"
"HS22","030520","Fish; livers, roes and milt of fish, dried, smoked, salted or in brine","0305","6","1"
"HS22","030531","Fish fillets; dried, salted or in brine, but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads","0305","6","1"
"HS22","030532","Fish fillets; dried, salted or in brine, but not smoked, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae","0305","6","1"
"HS22","030539","Fish fillets; dried, salted or in brine, but not smoked, n.e.c. in item no. 0305.3","0305","6","1"
"HS22","030541","Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal","0305","6","1"
"HS22","030542","Fish; smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal","0305","6","1"
"HS22","030543","Fish; smoked, whether or not cooked before or during smoking, trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), includes fillets, but excludes edible fish offal","0305","6","1"
"HS22","030544","Fish; smoked, whether or not cooked before or during smoking, tilapias, catfish, carp, eels, Nile perch, and snakeheads, includes fillets, but excludes edible fish offal","0305","6","1"
"HS22","030549","Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal","0305","6","1"
"HS22","030551","Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","0305","6","1"
"HS22","030552","Fish; dried, whether or not salted but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads","0305","6","1"
"HS22","030553","Fish; dried, whether or not salted but not smoked, fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod","0305","6","1"
"HS22","030554","Dried herrings, anchovies, sardines, sardinella, brisling or sprats, mackerel (incl Indian, jack, or horse), seerfishes, jacks, crevalles, cobia, silver pomfrets, Pacific saury, scads, capelin, swordfish, Kawakawa, bonitos, marlins, sailfishes, spearfish","0305","6","1"
"HS22","030559","Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5","0305","6","1"
"HS22","030561","Fish; salted or in brine, not dried or smoked, other than edible fish offal, herrings (Clupea harengas, Clupea pallasii)","0305","6","1"
"HS22","030562","Fish; salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","0305","6","1"
"HS22","030563","Fish; salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)","0305","6","1"
"HS22","030564","Fish; salted or in brine, not dried or smoked, other than edible fish offal, tilapias, catfish, carp, eels, Nile perch, and snakeheads","0305","6","1"
"HS22","030569","Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6","0305","6","1"
"HS22","030571","Fish; edible offal, shark fins","0305","6","1"
"HS22","030572","Fish; edible offal, fish heads, tails and maws","0305","6","1"
"HS22","030579","Fish; edible offal, other than shark fins, fish heads, tails and maws","0305","6","1"
"HS22","0306","Crustaceans; in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked, cooked or not before or during smoking; in shell, steamed or boiled, whether or not chilled, frozen, dried, salted or in brine","03","4","0"
"HS22","030611","Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","0306","6","1"
"HS22","030612","Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","0306","6","1"
"HS22","030614","Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","0306","6","1"
"HS22","030615","Crustaceans; frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","0306","6","1"
"HS22","030616","Crustaceans; frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","0306","6","1"
"HS22","030617","Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","0306","6","1"
"HS22","030619","Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","0306","6","1"
"HS22","030631","Crustaceans; live, fresh or chilled, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not","0306","6","1"
"HS22","030632","Crustaceans; live, fresh or chilled, lobsters (Homarus spp.), whether in shell or not","0306","6","1"
"HS22","030633","Crustaceans; live, fresh or chilled, crabs, whether in shell or not","0306","6","1"
"HS22","030634","Crustaceans; live, fresh or chilled, Norway lobsters (Nephrops norvegicus), in shell or not","0306","6","1"
"HS22","030635","Crustaceans; live, fresh or chilled, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not","0306","6","1"
"HS22","030636","Crustaceans; live, fresh or chilled, shrimps and prawns excluding cold-water varieties, in shell or not","0306","6","1"
"HS22","030639","Crustaceans; live, fresh or chilled, n.e.c. in item no. 0306.3, in shell or not","0306","6","1"
"HS22","030691","Crustaceans; rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking","0306","6","1"
"HS22","030692","Crustaceans; lobsters (Homarus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking","0306","6","1"
"HS22","030693","Crustaceans; crabs, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking","0306","6","1"
"HS22","030694","Crustaceans; Norway lobsters (Nephrops norvegicus), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking","0306","6","1"
"HS22","030695","Crustaceans; shrimps and prawns, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking","0306","6","1"
"HS22","030699","Crustaceans; smoked, whole, cooked or not, n.e.c. in item no. 0306.9, in shell or not","0306","6","1"
"HS22","0307","Molluscs; whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process","03","4","0"
"HS22","030711","Molluscs; oysters, whether in shell or not, live, fresh or chilled","0307","6","1"
